prompt,response
"118,807,6,50,2011-06-04 00:00:00,2011-06-15 00:00:00,2011-06-09 00:00:00,2011-06-15 00:00:00,3.0000,36.75,36.75,2011-06-15 00:00:00","{'workorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'productid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'operationsequence': {'type': 'smallint', 'constraints': ['PRIMARY KEY']}, 'locationid': {'type': 'smallint', 'constraints': ['FOREIGN KEY']}, 'scheduledstartdate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'scheduledenddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'actualstartdate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'actualenddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'actualresourcehrs': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'plannedcost': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'actualcost': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"CI,C̫te d'Ivoire,2008-04-30 00:00:00","{'countryregioncode': {'type': 'character varying', 'constraints': ['PRIMARY KEY']}, 'name': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"42,NC ,US,False,North Carolina,5,2c1c5211-3388-4dff-b0ff-db0b43e4a22d,2014-02-08 10:17:21.587000","{'stateprovinceid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'stateprovincecode': {'type': 'character', 'constraints': ['NO CONSTRAINT']}, 'countryregioncode': {'type': 'character varying', 'constraints': ['FOREIGN KEY']}, 'isonlystateprovinceflag': {'type': 'boolean', 'constraints': ['NO CONSTRAINT']}, 'name': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'territoryid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'rowguid': {'type': 'uuid', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"1652,VICTORY0001,Victory Bikes,5,True,True,,2012-02-18 00:00:00","{'businessentityid': {'type': 'integer', 'constraints': ['FOREIGN KEY', 'PRIMARY KEY']}, 'accountnumber': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'name': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'creditrating': {'type': 'smallint', 'constraints': ['NO CONSTRAINT']}, 'preferredvendorstatus': {'type': 'boolean', 'constraints': ['NO CONSTRAINT']}, 'activeflag': {'type': 'boolean', 'constraints': ['NO CONSTRAINT']}, 'purchasingwebserviceurl': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"116,,1884,5,061c4697-f808-4c31-823e-5e8e60efe0aa,2014-09-12 11:15:07.263000","{'customerid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'personid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'storeid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'territoryid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'rowguid': {'type': 'uuid', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"22,636 Vine Hill Way,,Portland,58,97205,<memory at 0x000001E01095F400>,7f641525-2704-4f73-9d8a-eb062cfbfa3c,2011-05-24 00:00:00","{'addressid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'addressline1': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'addressline2': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'city': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'stateprovinceid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'postalcode': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'spatiallocation': {'type': 'bytea', 'constraints': ['NO CONSTRAINT']}, 'rowguid': {'type': 'uuid', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"SN,Senegal,2008-04-30 00:00:00","{'countryregioncode': {'type': 'character varying', 'constraints': ['PRIMARY KEY']}, 'name': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"12,28,2011-12-28 00:00:00,550,941,62.9895,550.00,82.00,2011-12-21 00:00:00","{'purchaseorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'purchaseorderdetailid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'duedate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'orderqty': {'type': 'smallint', 'constraints': ['NO CONSTRAINT']}, 'productid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'unitprice': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'receivedqty': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'rejectedqty': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"79,680-555-0118,1,2010-01-17 00:00:00","{'businessentityid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'phonenumber': {'type': 'character varying', 'constraints': ['PRIMARY KEY']}, 'phonenumbertypeid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"75,2011-06-05 00:00:00,USD,JPY,106.42,106.403,2011-06-05 00:00:00","{'currencyrateid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'currencyratedate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'fromcurrencycode': {'type': 'character', 'constraints': ['FOREIGN KEY']}, 'tocurrencycode': {'type': 'character', 'constraints': ['FOREIGN KEY']}, 'averagerate': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'endofdayrate': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"1,759,aee3c9f4-c219-438d-84ee-6c5e3bf074b7,2011-04-01 00:00:00","{'specialofferid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'productid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'rowguid': {'type': 'uuid', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"194,4,3,261,1570,2,2012-06-25 00:00:00,2012-07-04 00:00:00,28343.7,2267.496,708.5925,2012-07-04 00:00:00","{'purchaseorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'revisionnumber': {'type': 'smallint', 'constraints': ['NO CONSTRAINT']}, 'status': {'type': 'smallint', 'constraints': ['NO CONSTRAINT']}, 'employeeid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'vendorid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'shipmethodid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'orderdate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'shipdate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'subtotal': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'taxamt': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'freight': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"1,741,e1138b2a-b3a2-44f0-9e9b-fcd948766830,2011-04-01 00:00:00","{'specialofferid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'productid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'rowguid': {'type': 'uuid', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"67,806,322,0,2011-06-03 00:00:00,2011-06-19 00:00:00,2011-06-14 00:00:00,,2011-06-19 00:00:00","{'workorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'productid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'orderqty': {'type': 'integer', 'constraints': ['NO CONSTRAINT']}, 'scrappedqty': {'type': 'smallint', 'constraints': ['NO CONSTRAINT']}, 'startdate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'enddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'duedate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'scrapreasonid': {'type': 'smallint', 'constraints': ['FOREIGN KEY']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"360,1554,19,43.26,45.423,2011-08-11 00:00:00,1,5,,CS ,2011-08-11 00:00:00","{'productid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'businessentityid': {'type': 'integer', 'constraints': ['FOREIGN KEY', 'PRIMARY KEY']}, 'averageleadtime': {'type': 'integer', 'constraints': ['NO CONSTRAINT']}, 'standardprice': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'lastreceiptcost': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'lastreceiptdate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'minorderqty': {'type': 'integer', 'constraints': ['NO CONSTRAINT']}, 'maxorderqty': {'type': 'integer', 'constraints': ['NO CONSTRAINT']}, 'onorderqty': {'type': 'integer', 'constraints': ['NO CONSTRAINT']}, 'unitmeasurecode': {'type': 'character', 'constraints': ['FOREIGN KEY']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"43661,22,4E0A-4F89-AE,2,778,1,2024.994,0,b2760b75-3f1a-4dc4-a377-1051c03c8eb8,2011-05-31 00:00:00","{'salesorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'salesorderdetailid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'carriertrackingnumber': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'orderqty': {'type': 'smallint', 'constraints': ['NO CONSTRAINT']}, 'productid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'specialofferid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'unitprice': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'unitpricediscount': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'rowguid': {'type': 'uuid', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"67,4734 Sycamore Court,,Monroe,79,98272,<memory at 0x000001E010B3F100>,f6a0bc36-9c6e-4395-a7d5-8f31ad3775f4,2008-12-20 00:00:00","{'addressid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'addressline1': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'addressline2': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'city': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'stateprovinceid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'postalcode': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'spatiallocation': {'type': 'bytea', 'constraints': ['NO CONSTRAINT']}, 'rowguid': {'type': 'uuid', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"30,2011-06-02 00:00:00,USD,CAD,1.4672,1.4734,2011-06-02 00:00:00","{'currencyrateid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'currencyratedate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'fromcurrencycode': {'type': 'character', 'constraints': ['FOREIGN KEY']}, 'tocurrencycode': {'type': 'character', 'constraints': ['FOREIGN KEY']}, 'averagerate': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'endofdayrate': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"19,EM,False,,Mary,A,Dempsey,,1,,'<IndividualSurvey xmlns=''http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey''><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>',36f04305-6769-4e61-9143-048b2b7afa20,2011-02-07 00:00:00","{'businessentityid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'persontype': {'type': 'character', 'constraints': ['NO CONSTRAINT']}, 'namestyle': {'type': 'boolean', 'constraints': ['NO CONSTRAINT']}, 'title': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'firstname': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'middlename': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'lastname': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'suffix': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'emailpromotion': {'type': 'integer', 'constraints': ['NO CONSTRAINT']}, 'additionalcontactinfo': {'type': 'xml', 'constraints': ['NO CONSTRAINT']}, 'demographics': {'type': 'xml', 'constraints': ['NO CONSTRAINT']}, 'rowguid': {'type': 'uuid', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"53,208,2,aca1671b-9214-4a40-b412-b130a34578ba,2014-09-12 11:15:06.967000","{'businessentityid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'addressid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'addresstypeid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'rowguid': {'type': 'uuid', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"86,2011-06-06 00:00:00,USD,FRF,6.3678,6.3681,2011-06-06 00:00:00","{'currencyrateid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'currencyratedate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'fromcurrencycode': {'type': 'character', 'constraints': ['FOREIGN KEY']}, 'tocurrencycode': {'type': 'character', 'constraints': ['FOREIGN KEY']}, 'averagerate': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'endofdayrate': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"43666,75,D46A-40CA-8D,2,768,1,419.4589,0,f919e665-34ba-4075-aa2e-e699d697454c,2011-05-31 00:00:00","{'salesorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'salesorderdetailid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'carriertrackingnumber': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'orderqty': {'type': 'smallint', 'constraints': ['NO CONSTRAINT']}, 'productid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'specialofferid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'unitprice': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'unitpricediscount': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'rowguid': {'type': 'uuid', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"282,2012-02-29 00:00:00,583000,85cd56a2-f1a1-4e1d-9ab6-f415d811f3c1,2012-01-15 00:00:00","{'businessentityid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'quotadate': {'type': 'timestamp without time zone', 'constraints': ['PRIMARY KEY']}, 'salesquota': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'rowguid': {'type': 'uuid', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"193,127,2,6ddb3995-023c-42ab-99cb-addbddf24512,2014-09-12 11:15:06.967000","{'businessentityid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'addressid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'addresstypeid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'rowguid': {'type': 'uuid', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"15,EM,False,,Sharon,B,Salavaria,,2,,'<IndividualSurvey xmlns=''http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey''><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>',beba63cb-13f1-4b76-a3de-fe9ac283a94c,2011-01-11 00:00:00","{'businessentityid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'persontype': {'type': 'character', 'constraints': ['NO CONSTRAINT']}, 'namestyle': {'type': 'boolean', 'constraints': ['NO CONSTRAINT']}, 'title': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'firstname': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'middlename': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'lastname': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'suffix': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'emailpromotion': {'type': 'integer', 'constraints': ['NO CONSTRAINT']}, 'additionalcontactinfo': {'type': 'xml', 'constraints': ['NO CONSTRAINT']}, 'demographics': {'type': 'xml', 'constraints': ['NO CONSTRAINT']}, 'rowguid': {'type': 'uuid', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"44,721,14,0,2011-06-03 00:00:00,2011-06-13 00:00:00,2011-06-14 00:00:00,,2011-06-13 00:00:00","{'workorderid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'productid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'orderqty': {'type': 'integer', 'constraints': ['NO CONSTRAINT']}, 'scrappedqty': {'type': 'smallint', 'constraints': ['NO CONSTRAINT']}, 'startdate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'enddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'duedate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'scrapreasonid': {'type': 'smallint', 'constraints': ['FOREIGN KEY']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"IDR,Rupiah,2008-04-30 00:00:00","{'currencycode': {'type': 'character', 'constraints': ['PRIMARY KEY']}, 'name': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"345,1598,15,35.21,36.9705,2011-08-07 00:00:00,1,5,3,CTN,2011-08-07 00:00:00","{'productid': {'type': 'integer', 'constraints': ['PRIMARY KEY', 'FOREIGN KEY']}, 'businessentityid': {'type': 'integer', 'constraints': ['FOREIGN KEY', 'PRIMARY KEY']}, 'averageleadtime': {'type': 'integer', 'constraints': ['NO CONSTRAINT']}, 'standardprice': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'lastreceiptcost': {'type': 'numeric', 'constraints': ['NO CONSTRAINT']}, 'lastreceiptdate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}, 'minorderqty': {'type': 'integer', 'constraints': ['NO CONSTRAINT']}, 'maxorderqty': {'type': 'integer', 'constraints': ['NO CONSTRAINT']}, 'onorderqty': {'type': 'integer', 'constraints': ['NO CONSTRAINT']}, 'unitmeasurecode': {'type': 'character', 'constraints': ['FOREIGN KEY']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
"600,Thorough Parts and Repair Services,280,'<StoreSurvey xmlns=''http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey''><AnnualSales>800000</AnnualSales><AnnualRevenue>80000</AnnualRevenue><BankName>Guardian Bank</BankName><BusinessType>BM</BusinessType><YearOpened>1975</YearOpened><Specialty>Road</Specialty><SquareFeet>22000</SquareFeet><Brands>2</Brands><Internet>T1</Internet><NumberEmployees>18</NumberEmployees></StoreSurvey>',6a32068c-6a79-43cf-a443-57841ed98990,2014-09-12 11:15:07.497000","{'businessentityid': {'type': 'integer', 'constraints': ['FOREIGN KEY', 'PRIMARY KEY']}, 'name': {'type': 'character varying', 'constraints': ['NO CONSTRAINT']}, 'salespersonid': {'type': 'integer', 'constraints': ['FOREIGN KEY']}, 'demographics': {'type': 'xml', 'constraints': ['NO CONSTRAINT']}, 'rowguid': {'type': 'uuid', 'constraints': ['NO CONSTRAINT']}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': ['NO CONSTRAINT']}}"
