prompt,response
"324,5,A,13,568,aec9bf74-0e06-4181-b6c7-c8fa41126a4e,2008-03-31 00:00:00","{'productid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'locationid': {'type': 'smallint', 'constraints': ['PRIMARY KEY']}, 'shelf': {'type': 'character varying', 'constraints': []}, 'bin': {'type': 'smallint', 'constraints': ['CHECK']}, 'quantity': {'type': 'smallint', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"324,50,A,29,476,cee69fd4-22ec-4d83-b9ec-c0af63967839,2008-03-31 00:00:00","{'productid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'locationid': {'type': 'smallint', 'constraints': ['PRIMARY KEY']}, 'shelf': {'type': 'character varying', 'constraints': []}, 'bin': {'type': 'smallint', 'constraints': ['CHECK']}, 'quantity': {'type': 'smallint', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"325,1,H,1,569,624ac935-868e-40e0-8668-950451746f90,2014-08-12 00:00:00","{'productid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'locationid': {'type': 'smallint', 'constraints': ['PRIMARY KEY']}, 'shelf': {'type': 'character varying', 'constraints': []}, 'bin': {'type': 'smallint', 'constraints': ['CHECK']}, 'quantity': {'type': 'smallint', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"325,6,G,1,540,cf93bbfb-a391-4313-814d-82d62fbe1afb,2014-08-12 00:00:00","{'productid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'locationid': {'type': 'smallint', 'constraints': ['PRIMARY KEY']}, 'shelf': {'type': 'character varying', 'constraints': []}, 'bin': {'type': 'smallint', 'constraints': ['CHECK']}, 'quantity': {'type': 'smallint', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"325,60,A,1,641,d42750b2-2c8a-4457-9dda-4b43cbdc4594,2014-08-12 00:00:00","{'productid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'locationid': {'type': 'smallint', 'constraints': ['PRIMARY KEY']}, 'shelf': {'type': 'character varying', 'constraints': []}, 'bin': {'type': 'smallint', 'constraints': ['CHECK']}, 'quantity': {'type': 'smallint', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"326,1,H,2,622,71a75809-8b9e-4f87-8687-8bdd367f2f72,2014-08-12 00:00:00","{'productid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'locationid': {'type': 'smallint', 'constraints': ['PRIMARY KEY']}, 'shelf': {'type': 'character varying', 'constraints': []}, 'bin': {'type': 'smallint', 'constraints': ['CHECK']}, 'quantity': {'type': 'smallint', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"326,6,G,2,587,67777062-a86a-4fed-bf8f-f7641edf9444,2014-08-12 00:00:00","{'productid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'locationid': {'type': 'smallint', 'constraints': ['PRIMARY KEY']}, 'shelf': {'type': 'character varying', 'constraints': []}, 'bin': {'type': 'smallint', 'constraints': ['CHECK']}, 'quantity': {'type': 'smallint', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"326,60,A,2,475,eadaa7f8-e962-46c4-977f-05538c494bcd,2014-08-12 00:00:00","{'productid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'locationid': {'type': 'smallint', 'constraints': ['PRIMARY KEY']}, 'shelf': {'type': 'character varying', 'constraints': []}, 'bin': {'type': 'smallint', 'constraints': ['CHECK']}, 'quantity': {'type': 'smallint', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"327,5,K,1,408,61add309-16ef-40d4-9853-548f4efdc40c,2008-03-31 00:00:00","{'productid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'locationid': {'type': 'smallint', 'constraints': ['PRIMARY KEY']}, 'shelf': {'type': 'character varying', 'constraints': []}, 'bin': {'type': 'smallint', 'constraints': ['CHECK']}, 'quantity': {'type': 'smallint', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"327,10,F,1,443,553c89bb-2063-48e3-966f-b557efd1f4e9,2008-03-31 00:00:00","{'productid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'locationid': {'type': 'smallint', 'constraints': ['PRIMARY KEY']}, 'shelf': {'type': 'character varying', 'constraints': []}, 'bin': {'type': 'smallint', 'constraints': ['CHECK']}, 'quantity': {'type': 'smallint', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"327,50,B,9,513,a3aad1f8-ba38-4f6c-99d3-dbc5e2bc9774,2008-03-31 00:00:00","{'productid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'locationid': {'type': 'smallint', 'constraints': ['PRIMARY KEY']}, 'shelf': {'type': 'character varying', 'constraints': []}, 'bin': {'type': 'smallint', 'constraints': ['CHECK']}, 'quantity': {'type': 'smallint', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"328,5,A,8,568,bf52885d-74a3-422b-8c75-8a46350d9a6d,2008-03-31 00:00:00","{'productid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'locationid': {'type': 'smallint', 'constraints': ['PRIMARY KEY']}, 'shelf': {'type': 'character varying', 'constraints': []}, 'bin': {'type': 'smallint', 'constraints': ['CHECK']}, 'quantity': {'type': 'smallint', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"328,10,D,1,585,c6c865b4-0db2-44b7-9d5f-12d43b75f803,2008-03-31 00:00:00","{'productid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'locationid': {'type': 'smallint', 'constraints': ['PRIMARY KEY']}, 'shelf': {'type': 'character varying', 'constraints': []}, 'bin': {'type': 'smallint', 'constraints': ['CHECK']}, 'quantity': {'type': 'smallint', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"328,50,A,14,476,ea52800f-a344-4c4a-9e37-d48a67fbbb6c,2008-03-31 00:00:00","{'productid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'locationid': {'type': 'smallint', 'constraints': ['PRIMARY KEY']}, 'shelf': {'type': 'character varying', 'constraints': []}, 'bin': {'type': 'smallint', 'constraints': ['CHECK']}, 'quantity': {'type': 'smallint', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"329,5,A,9,558,7a1417a3-21ea-4da1-b3d1-e85bab7d8a9e,2008-03-31 00:00:00","{'productid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'locationid': {'type': 'smallint', 'constraints': ['PRIMARY KEY']}, 'shelf': {'type': 'character varying', 'constraints': []}, 'bin': {'type': 'smallint', 'constraints': ['CHECK']}, 'quantity': {'type': 'smallint', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"329,10,D,2,576,ad6db38a-997b-4ad8-a03b-7f38f8c3b7e1,2008-03-31 00:00:00","{'productid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'locationid': {'type': 'smallint', 'constraints': ['PRIMARY KEY']}, 'shelf': {'type': 'character varying', 'constraints': []}, 'bin': {'type': 'smallint', 'constraints': ['CHECK']}, 'quantity': {'type': 'smallint', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"329,50,A,15,467,6cb842cb-7b2f-4d89-9187-3c81630fb907,2008-03-31 00:00:00","{'productid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'locationid': {'type': 'smallint', 'constraints': ['PRIMARY KEY']}, 'shelf': {'type': 'character varying', 'constraints': []}, 'bin': {'type': 'smallint', 'constraints': ['CHECK']}, 'quantity': {'type': 'smallint', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"330,5,A,10,548,ad971345-bf63-47d4-975d-c56a6081ff0a,2008-03-31 00:00:00","{'productid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'locationid': {'type': 'smallint', 'constraints': ['PRIMARY KEY']}, 'shelf': {'type': 'character varying', 'constraints': []}, 'bin': {'type': 'smallint', 'constraints': ['CHECK']}, 'quantity': {'type': 'smallint', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"330,10,D,3,566,ff9889d7-e242-4761-ace0-eb0d95147fa8,2008-03-31 00:00:00","{'productid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'locationid': {'type': 'smallint', 'constraints': ['PRIMARY KEY']}, 'shelf': {'type': 'character varying', 'constraints': []}, 'bin': {'type': 'smallint', 'constraints': ['CHECK']}, 'quantity': {'type': 'smallint', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"330,50,A,16,457,e6d96af6-7e4c-46f7-9a2c-5e94cf403888,2008-03-31 00:00:00","{'productid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'locationid': {'type': 'smallint', 'constraints': ['PRIMARY KEY']}, 'shelf': {'type': 'character varying', 'constraints': []}, 'bin': {'type': 'smallint', 'constraints': ['CHECK']}, 'quantity': {'type': 'smallint', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"331,5,J,5,574,d52d418a-c295-4cb9-a410-8ee245fc61a7,2008-03-31 00:00:00","{'productid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'locationid': {'type': 'smallint', 'constraints': ['PRIMARY KEY']}, 'shelf': {'type': 'character varying', 'constraints': []}, 'bin': {'type': 'smallint', 'constraints': ['CHECK']}, 'quantity': {'type': 'smallint', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"331,10,C,6,441,1d251426-738f-4b5a-96c2-3c9226e18905,2008-03-31 00:00:00","{'productid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'locationid': {'type': 'smallint', 'constraints': ['PRIMARY KEY']}, 'shelf': {'type': 'character varying', 'constraints': []}, 'bin': {'type': 'smallint', 'constraints': ['CHECK']}, 'quantity': {'type': 'smallint', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"331,50,A,12,390,85990921-d43f-41f9-9095-5863d687bb43,2008-03-31 00:00:00","{'productid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'locationid': {'type': 'smallint', 'constraints': ['PRIMARY KEY']}, 'shelf': {'type': 'character varying', 'constraints': []}, 'bin': {'type': 'smallint', 'constraints': ['CHECK']}, 'quantity': {'type': 'smallint', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"332,5,J,6,344,171a680f-7a90-45df-980d-48757f4b4eb4,2014-08-12 00:00:00","{'productid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'locationid': {'type': 'smallint', 'constraints': ['PRIMARY KEY']}, 'shelf': {'type': 'character varying', 'constraints': []}, 'bin': {'type': 'smallint', 'constraints': ['CHECK']}, 'quantity': {'type': 'smallint', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"332,10,C,7,233,7a23dc3c-9bdc-4aa5-ba41-0c4e9f4b6e18,2014-08-12 00:00:00","{'productid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'locationid': {'type': 'smallint', 'constraints': ['PRIMARY KEY']}, 'shelf': {'type': 'character varying', 'constraints': []}, 'bin': {'type': 'smallint', 'constraints': ['CHECK']}, 'quantity': {'type': 'smallint', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"332,50,A,13,267,c08f7632-254c-43ea-bf10-8ec79bbb4374,2014-08-12 00:00:00","{'productid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'locationid': {'type': 'smallint', 'constraints': ['PRIMARY KEY']}, 'shelf': {'type': 'character varying', 'constraints': []}, 'bin': {'type': 'smallint', 'constraints': ['CHECK']}, 'quantity': {'type': 'smallint', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"341,1,E,4,372,00eed5ca-525c-4174-885d-846deefc223e,2014-08-12 00:00:00","{'productid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'locationid': {'type': 'smallint', 'constraints': ['PRIMARY KEY']}, 'shelf': {'type': 'character varying', 'constraints': []}, 'bin': {'type': 'smallint', 'constraints': ['CHECK']}, 'quantity': {'type': 'smallint', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"341,50,G,10,392,afb7ca1e-6f91-459b-b508-31d773564ac8,2014-08-12 00:00:00","{'productid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'locationid': {'type': 'smallint', 'constraints': ['PRIMARY KEY']}, 'shelf': {'type': 'character varying', 'constraints': []}, 'bin': {'type': 'smallint', 'constraints': ['CHECK']}, 'quantity': {'type': 'smallint', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"341,60,S,1,339,a07991c9-ce2f-4081-a5f3-ac4de98ba485,2014-08-12 00:00:00","{'productid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'locationid': {'type': 'smallint', 'constraints': ['PRIMARY KEY']}, 'shelf': {'type': 'character varying', 'constraints': []}, 'bin': {'type': 'smallint', 'constraints': ['CHECK']}, 'quantity': {'type': 'smallint', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"342,1,E,5,369,fea262c8-d498-4b77-b8fe-82258aff6ad6,2014-08-12 00:00:00","{'productid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'locationid': {'type': 'smallint', 'constraints': ['PRIMARY KEY']}, 'shelf': {'type': 'character varying', 'constraints': []}, 'bin': {'type': 'smallint', 'constraints': ['CHECK']}, 'quantity': {'type': 'smallint', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"342,50,G,12,388,ec6c3097-17f6-4108-a55b-3c239a965360,2014-08-12 00:00:00","{'productid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'locationid': {'type': 'smallint', 'constraints': ['PRIMARY KEY']}, 'shelf': {'type': 'character varying', 'constraints': []}, 'bin': {'type': 'smallint', 'constraints': ['CHECK']}, 'quantity': {'type': 'smallint', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"342,60,G,11,336,7542fce0-b9f7-42ec-9671-a4809c568743,2014-08-12 00:00:00","{'productid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'locationid': {'type': 'smallint', 'constraints': ['PRIMARY KEY']}, 'shelf': {'type': 'character varying', 'constraints': []}, 'bin': {'type': 'smallint', 'constraints': ['CHECK']}, 'quantity': {'type': 'smallint', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"343,1,E,6,568,a82c0072-9a18-4318-a62a-92304eeb0443,2014-08-10 00:00:00","{'productid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'locationid': {'type': 'smallint', 'constraints': ['PRIMARY KEY']}, 'shelf': {'type': 'character varying', 'constraints': []}, 'bin': {'type': 'smallint', 'constraints': ['CHECK']}, 'quantity': {'type': 'smallint', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"343,50,S,3,606,656a9a1f-6f1e-4d75-9ca5-fcd0fe3cc27b,2014-08-10 00:00:00","{'productid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'locationid': {'type': 'smallint', 'constraints': ['PRIMARY KEY']}, 'shelf': {'type': 'character varying', 'constraints': []}, 'bin': {'type': 'smallint', 'constraints': ['CHECK']}, 'quantity': {'type': 'smallint', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"343,60,S,2,499,0f5d6037-a8c6-49b4-92b8-a50dc5880372,2014-08-10 00:00:00","{'productid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'locationid': {'type': 'smallint', 'constraints': ['PRIMARY KEY']}, 'shelf': {'type': 'character varying', 'constraints': []}, 'bin': {'type': 'smallint', 'constraints': ['CHECK']}, 'quantity': {'type': 'smallint', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
"344,1,E,7,358,000c77ab-c1d6-4f8e-a66d-ed8068140d8c,2014-08-10 00:00:00","{'productid': {'type': 'integer', 'constraints': ['PRIMARY KEY']}, 'locationid': {'type': 'smallint', 'constraints': ['PRIMARY KEY']}, 'shelf': {'type': 'character varying', 'constraints': []}, 'bin': {'type': 'smallint', 'constraints': ['CHECK']}, 'quantity': {'type': 'smallint', 'constraints': []}, 'rowguid': {'type': 'uuid', 'constraints': []}, 'modifieddate': {'type': 'timestamp without time zone', 'constraints': []}}"
