Prompt,Field,Type,Constraint
'<StoreSurvey xmlns=''http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey''><AnnualSales>300000</AnnualSales><AnnualRevenue>30000</AnnualRevenue><BankName>International Security</BankName><BusinessType>BM</BusinessType><YearOpened>1981</YearOpened><Specialty>Mountain</Specialty><SquareFeet>10000</SquareFeet><Brands>4+</Brands><Internet>T3</Internet><NumberEmployees>3</NumberEmployees></StoreSurvey>',demographics,xml,None
956fbc35-5e0d-4175-8045-e0be380ba340,rowguid,uuid,None
2014-09-12 11:15:07.497000,modifieddate,timestamp without time zone,None
2022,billofmaterialsid,integer,PRIMARY KEY
519,productassemblyid,integer,CHECK
497,componentid,integer,CHECK
2010-07-08 00:00:00,startdate,timestamp without time zone,CHECK
,enddate,timestamp without time zone,CHECK
EA ,unitmeasurecode,character,None
2,bomlevel,smallint,CHECK
4.00,perassemblyqty,numeric,CHECK
2010-06-24 00:00:00,modifieddate,timestamp without time zone,None
772,productid,integer,PRIMARY KEY
2011-05-31 00:00:00,startdate,timestamp without time zone,"CHECK, PRIMARY KEY"
2012-05-29 00:00:00,enddate,timestamp without time zone,CHECK
3399.99,listprice,numeric,CHECK
2012-05-29 00:00:00,modifieddate,timestamp without time zone,None
13,customerid,integer,PRIMARY KEY
,personid,integer,None
434,storeid,integer,None
7,territoryid,integer,None
b0fa5854-2511-439b-a7ac-50c9c460b175,rowguid,uuid,None
2014-09-12 11:15:07.263000,modifieddate,timestamp without time zone,None
326,productid,integer,PRIMARY KEY
1590,businessentityid,integer,PRIMARY KEY
19,averageleadtime,integer,CHECK
0.2,standardprice,numeric,CHECK
0.21,lastreceiptcost,numeric,CHECK
2011-08-29 00:00:00,lastreceiptdate,timestamp without time zone,None
500,minorderqty,integer,CHECK
2000,maxorderqty,integer,CHECK
,onorderqty,integer,CHECK
EA ,unitmeasurecode,character,None
2011-08-29 00:00:00,modifieddate,timestamp without time zone,None
56,businessentityid,integer,PRIMARY KEY
7,departmentid,smallint,PRIMARY KEY
3,shiftid,smallint,PRIMARY KEY
2009-02-05,startdate,date,"CHECK, PRIMARY KEY"
,enddate,date,CHECK
2009-02-04 00:00:00,modifieddate,timestamp without time zone,None
523,businessentityid,integer,PRIMARY KEY
4789,creditcardid,integer,PRIMARY KEY
2011-10-01 00:00:00,modifieddate,timestamp without time zone,None
81,businessentityid,integer,PRIMARY KEY
2009-12-29 00:00:00,ratechangedate,timestamp without time zone,PRIMARY KEY
15,rate,numeric,CHECK
1,payfrequency,smallint,CHECK
2014-06-30 00:00:00,modifieddate,timestamp without time zone,None
43745,salesorderid,integer,PRIMARY KEY
5,salesreasonid,integer,PRIMARY KEY
2011-06-12 00:00:00,modifieddate,timestamp without time zone,None
770,productid,integer,PRIMARY KEY
2011-05-31 00:00:00,startdate,timestamp without time zone,"CHECK, PRIMARY KEY"
2012-05-29 00:00:00,enddate,timestamp without time zone,CHECK
699.0982,listprice,numeric,CHECK
2012-05-29 00:00:00,modifieddate,timestamp without time zone,None
14,productmodelid,integer,PRIMARY KEY
ML Mountain Frame,name,character varying,None
,catalogdescription,xml,None
,instructions,xml,None
0d48c51d-7603-4010-9265-0491805bb010,rowguid,uuid,None
2012-04-30 00:00:00,modifieddate,timestamp without time zone,None
5,businessentityid,integer,PRIMARY KEY
1,departmentid,smallint,PRIMARY KEY
1,shiftid,smallint,PRIMARY KEY
2008-01-06,startdate,date,"CHECK, PRIMARY KEY"
,enddate,date,CHECK
2008-01-05 00:00:00,modifieddate,timestamp without time zone,None
70,workorderid,integer,PRIMARY KEY
811,productid,integer,PRIMARY KEY
1,operationsequence,smallint,PRIMARY KEY
10,locationid,smallint,None
2011-06-03 00:00:00,scheduledstartdate,timestamp without time zone,CHECK
2011-06-14 00:00:00,scheduledenddate,timestamp without time zone,CHECK
2011-06-03 00:00:00,actualstartdate,timestamp without time zone,CHECK
2011-06-19 00:00:00,actualenddate,timestamp without time zone,CHECK
4.1000,actualresourcehrs,numeric,CHECK
92.25,plannedcost,numeric,CHECK
92.25,actualcost,numeric,CHECK
2011-06-19 00:00:00,modifieddate,timestamp without time zone,None
77,creditcardid,integer,PRIMARY KEY
Distinguish,cardtype,character varying,None
55552491484622,cardnumber,character varying,None
8,expmonth,smallint,None
2008,expyear,smallint,None
2009-02-24 00:00:00,modifieddate,timestamp without time zone,None
718,productid,integer,PRIMARY KEY
2011-05-31 00:00:00,startdate,timestamp without time zone,"CHECK, PRIMARY KEY"
2012-05-29 00:00:00,enddate,timestamp without time zone,CHECK
1263.4598,listprice,numeric,CHECK
2012-05-29 00:00:00,modifieddate,timestamp without time zone,None
3,productmodelid,integer,PRIMARY KEY
1464,productdescriptionid,integer,PRIMARY KEY
ar    ,cultureid,character,PRIMARY KEY
2013-04-30 00:00:00,modifieddate,timestamp without time zone,None
367,productid,integer,PRIMARY KEY
1496,businessentityid,integer,PRIMARY KEY
17,averageleadtime,integer,CHECK
43.48,standardprice,numeric,CHECK
45.654,lastreceiptcost,numeric,CHECK
2011-08-12 00:00:00,lastreceiptdate,timestamp without time zone,None
1,minorderqty,integer,CHECK
5,maxorderqty,integer,CHECK
,onorderqty,integer,CHECK
CS ,unitmeasurecode,character,None
2011-08-12 00:00:00,modifieddate,timestamp without time zone,None
1504,businessentityid,integer,PRIMARY KEY
CHICAGO0002,accountnumber,character varying,None
Chicago Rent-All,name,character varying,None
2,creditrating,smallint,CHECK
True,preferredvendorstatus,boolean,None
True,activeflag,boolean,None
,purchasingwebserviceurl,character varying,None
2011-12-24 00:00:00,modifieddate,timestamp without time zone,None
1554,businessentityid,integer,PRIMARY KEY
WESTAMER0001,accountnumber,character varying,None
WestAmerica Bicycle Co.,name,character varying,None
1,creditrating,smallint,CHECK
False,preferredvendorstatus,boolean,None
True,activeflag,boolean,None
,purchasingwebserviceurl,character varying,None
2012-02-18 00:00:00,modifieddate,timestamp without time zone,None
46,purchaseorderid,integer,PRIMARY KEY
103,purchaseorderdetailid,integer,PRIMARY KEY
2012-01-30 00:00:00,duedate,timestamp without time zone,None
550,orderqty,smallint,CHECK
527,productid,integer,None
6.7515,unitprice,numeric,CHECK
468.00,receivedqty,numeric,CHECK
0.00,rejectedqty,numeric,CHECK
2012-01-23 00:00:00,modifieddate,timestamp without time zone,None
373,productid,integer,PRIMARY KEY
6,locationid,smallint,PRIMARY KEY
R,shelf,character varying,None
15,bin,smallint,CHECK
347,quantity,smallint,None
f888a98f-2614-4ac6-af4c-0bc0b0e87661,rowguid,uuid,None
2014-08-08 00:00:00,modifieddate,timestamp without time zone,None
754,productid,integer,PRIMARY KEY
2011-05-31 00:00:00,startdate,timestamp without time zone,"CHECK, PRIMARY KEY"
2012-05-29 00:00:00,enddate,timestamp without time zone,CHECK
884.7083,standardcost,numeric,CHECK
2012-05-29 00:00:00,modifieddate,timestamp without time zone,None
43685,salesorderid,integer,PRIMARY KEY
8,revisionnumber,smallint,None
2011-05-31 00:00:00,orderdate,timestamp without time zone,CHECK
2011-06-12 00:00:00,duedate,timestamp without time zone,CHECK
2011-06-07 00:00:00,shipdate,timestamp without time zone,CHECK
5,status,smallint,CHECK
False,onlineorderflag,boolean,None
PO4176124783,purchaseordernumber,character varying,None
10-4020-000458,accountnumber,character varying,None
30084,customerid,integer,None
279,salespersonid,integer,None
5,territoryid,integer,None
958,billtoaddressid,integer,None
958,shiptoaddressid,integer,None
5,shipmethodid,integer,None
2519,creditcardid,integer,None
108058Vi13146,creditcardapprovalcode,character varying,None
,currencyrateid,integer,None
2736.5678,subtotal,numeric,CHECK
263.201,taxamt,numeric,CHECK
82.2503,freight,numeric,CHECK
3082.0191,totaldue,numeric,None
,comment,character varying,None
c8098fe4-2910-4bd3-9251-e9aea7c7d118,rowguid,uuid,None
2011-06-07 00:00:00,modifieddate,timestamp without time zone,None
134,productphotoid,integer,PRIMARY KEY
<memory at 0x000001E010B97880>,thumbnailphoto,bytea,None
chain_lube_small.gif,thumbnailphotofilename,character varying,None
<memory at 0x000001E010B97A00>,largephoto,bytea,None
chain_lube_large.gif,largephotofilename,character varying,None
2012-04-30 00:00:00,modifieddate,timestamp without time zone,None
43671,salesorderid,integer,PRIMARY KEY
119,salesorderdetailid,integer,PRIMARY KEY
DFD9-41B7-94,carriertrackingnumber,character varying,None
2,orderqty,smallint,CHECK
732,productid,integer,None
1,specialofferid,integer,None
356.898,unitprice,numeric,CHECK
0,unitpricediscount,numeric,CHECK
f7b65be8-fa28-4ed0-a6a0-01b06564cfd6,rowguid,uuid,None
2011-05-31 00:00:00,modifieddate,timestamp without time zone,None
371,productid,integer,PRIMARY KEY
6,locationid,smallint,PRIMARY KEY
R,shelf,character varying,None
13,bin,smallint,CHECK
649,quantity,smallint,None
da646c40-bef6-4855-bdf3-ba1c29907b99,rowguid,uuid,None
2014-08-03 00:00:00,modifieddate,timestamp without time zone,None
398,businessentityid,integer,PRIMARY KEY
397,personid,integer,PRIMARY KEY
11,contacttypeid,integer,PRIMARY KEY
333865b8-61d8-491f-ad90-69f168f912fc,rowguid,uuid,None
2017-12-13 13:21:05.430000,modifieddate,timestamp without time zone,None
722,productid,integer,PRIMARY KEY
2011-05-31 00:00:00,startdate,timestamp without time zone,"CHECK, PRIMARY KEY"
2012-05-29 00:00:00,enddate,timestamp without time zone,CHECK
297.6346,listprice,numeric,CHECK
2012-05-29 00:00:00,modifieddate,timestamp without time zone,None
142,businessentityid,integer,PRIMARY KEY
163347032,nationalidnumber,character varying,None
adventure-works\olinda0,loginid,character varying,None
Production Technician - WC20,jobtitle,character varying,None
1970-04-04,birthdate,date,CHECK
S,maritalstatus,character,CHECK
F,gender,character,CHECK
2010-03-04,hiredate,date,CHECK
False,salariedflag,boolean,None
3,vacationhours,smallint,CHECK
21,sickleavehours,smallint,CHECK
True,currentflag,boolean,None
6456cec3-9b1e-4ebc-9fd8-732b93363f65,rowguid,uuid,None
2014-06-30 00:00:00,modifieddate,timestamp without time zone,None
/3/1/14/8/,organizationnode,character varying,None
81,businessentityid,integer,PRIMARY KEY
152,addressid,integer,PRIMARY KEY
2,addresstypeid,integer,PRIMARY KEY
0b4301d8-8e9c-43c8-9435-32ed974e734a,rowguid,uuid,None
2014-09-12 11:15:06.967000,modifieddate,timestamp without time zone,None
67,addressid,integer,PRIMARY KEY
4734 Sycamore Court,addressline1,character varying,None
,addressline2,character varying,None
Monroe,city,character varying,None
79,stateprovinceid,integer,None
98272,postalcode,character varying,None
<memory at 0x000001E010B3F100>,spatiallocation,bytea,None
f6a0bc36-9c6e-4395-a7d5-8f31ad3775f4,rowguid,uuid,None
2008-12-20 00:00:00,modifieddate,timestamp without time zone,None
146,creditcardid,integer,PRIMARY KEY
SuperiorCard,cardtype,character varying,None
33331510913646,cardnumber,character varying,None
1,expmonth,smallint,None
2006,expyear,smallint,None
2014-01-18 00:00:00,modifieddate,timestamp without time zone,None
8,businessentityid,integer,PRIMARY KEY
2b50abb8-abab-412b-a4d0-4fd5ebeb5cbe,rowguid,uuid,None
2017-12-13 13:20:24.773000,modifieddate,timestamp without time zone,None
4,businessentityid,integer,PRIMARY KEY
4,emailaddressid,integer,PRIMARY KEY
rob0@adventure-works.com,emailaddress,character varying,None
17703ed1-0031-4b4a-afd2-77487a556b3b,rowguid,uuid,None
2007-11-28 00:00:00,modifieddate,timestamp without time zone,None
2,productmodelid,integer,PRIMARY KEY
1210,productdescriptionid,integer,PRIMARY KEY
en    ,cultureid,character,PRIMARY KEY
2013-04-30 00:00:00,modifieddate,timestamp without time zone,None
722,productid,integer,PRIMARY KEY
2011-05-31 00:00:00,startdate,timestamp without time zone,"CHECK, PRIMARY KEY"
2012-05-29 00:00:00,enddate,timestamp without time zone,CHECK
176.1997,standardcost,numeric,CHECK
2012-05-29 00:00:00,modifieddate,timestamp without time zone,None
1,specialofferid,integer,PRIMARY KEY
824,productid,integer,PRIMARY KEY
dece8415-513c-48d0-979a-08223beaaf59,rowguid,uuid,None
2011-04-01 00:00:00,modifieddate,timestamp without time zone,None
95,productmodelid,integer,PRIMARY KEY
LL Bottom Bracket,name,character varying,None
,catalogdescription,xml,None
,instructions,xml,None
217e7475-d3f4-46fa-836a-d9e53103e71b,rowguid,uuid,None
2013-04-30 00:00:00,modifieddate,timestamp without time zone,None
489,businessentityid,integer,PRIMARY KEY
7527,creditcardid,integer,PRIMARY KEY
2013-06-30 00:00:00,modifieddate,timestamp without time zone,None
81,businessentityid,integer,PRIMARY KEY
EM,persontype,character,CHECK
False,namestyle,boolean,None
,title,character varying,None
Mihail,firstname,character varying,None
U,middlename,character varying,None
Frintu,lastname,character varying,None
,suffix,character varying,None
0,emailpromotion,integer,CHECK
,additionalcontactinfo,xml,None
'<IndividualSurvey xmlns=''http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey''><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>',demographics,xml,None
1062ca88-998c-472c-8bd5-9f3d4bc4d2fb,rowguid,uuid,None
2009-12-22 00:00:00,modifieddate,timestamp without time zone,None
790,productid,integer,PRIMARY KEY
2012-05-30 00:00:00,startdate,timestamp without time zone,"CHECK, PRIMARY KEY"
2013-05-29 00:00:00,enddate,timestamp without time zone,CHECK
2443.35,listprice,numeric,CHECK
2013-05-29 00:00:00,modifieddate,timestamp without time zone,None
369,productid,integer,PRIMARY KEY
1496,businessentityid,integer,PRIMARY KEY
17,averageleadtime,integer,CHECK
37.41,standardprice,numeric,CHECK
39.2805,lastreceiptcost,numeric,CHECK
2011-08-12 00:00:00,lastreceiptdate,timestamp without time zone,None
1,minorderqty,integer,CHECK
5,maxorderqty,integer,CHECK
3,onorderqty,integer,CHECK
CS ,unitmeasurecode,character,None
2011-08-12 00:00:00,modifieddate,timestamp without time zone,None
549,businessentityid,integer,PRIMARY KEY
16065,creditcardid,integer,PRIMARY KEY
2013-05-30 00:00:00,modifieddate,timestamp without time zone,None
433,productid,integer,PRIMARY KEY
1,productphotoid,integer,PRIMARY KEY
True,primary,boolean,None
2008-03-31 00:00:00,modifieddate,timestamp without time zone,None
112,businessentityid,integer,PRIMARY KEY
BVtWU+5oEmFx1CpOkFN5Fl3IlpfQuKVVUIYh8YlMEW0=,passwordhash,character varying,None
0X9otEw=,passwordsalt,character varying,None
56e0860d-ed44-449d-9e5f-12fc90471835,rowguid,uuid,None
2008-12-25 00:00:00,modifieddate,timestamp without time zone,None
137,currencyrateid,integer,PRIMARY KEY
2011-06-10 00:00:00,currencyratedate,timestamp without time zone,None
USD,fromcurrencycode,character,None
EUR,tocurrencycode,character,None
0.9812,averagerate,numeric,None
0.9812,endofdayrate,numeric,None
2011-06-10 00:00:00,modifieddate,timestamp without time zone,None
142,creditcardid,integer,PRIMARY KEY
Distinguish,cardtype,character varying,None
55554148938512,cardnumber,character varying,None
6,expmonth,smallint,None
2006,expyear,smallint,None
2014-04-08 00:00:00,modifieddate,timestamp without time zone,None
70,businessentityid,integer,PRIMARY KEY
36151748,nationalidnumber,character varying,None
adventure-works\david2,loginid,character varying,None
Production Technician - WC60,jobtitle,character varying,None
1984-12-29,birthdate,date,CHECK
M,maritalstatus,character,CHECK
M,gender,character,CHECK
2008-12-15,hiredate,date,CHECK
False,salariedflag,boolean,None
33,vacationhours,smallint,CHECK
36,sickleavehours,smallint,CHECK
True,currentflag,boolean,None
fc617bb8-d2a3-4374-873c-8ef38d80127d,rowguid,uuid,None
2014-06-30 00:00:00,modifieddate,timestamp without time zone,None
/3/1/5/8/,organizationnode,character varying,None
33,businessentityid,integer,PRIMARY KEY
801758002,nationalidnumber,character varying,None
adventure-works\annik0,loginid,character varying,None
Production Technician - WC60,jobtitle,character varying,None
1976-12-26,birthdate,date,CHECK
M,maritalstatus,character,CHECK
M,gender,character,CHECK
2008-12-17,hiredate,date,CHECK
False,salariedflag,boolean,None
17,vacationhours,smallint,CHECK
28,sickleavehours,smallint,CHECK
True,currentflag,boolean,None
51fde6ac-bd50-467c-90e5-10ca7310455c,rowguid,uuid,None
2014-06-30 00:00:00,modifieddate,timestamp without time zone,None
/3/1/1/6/,organizationnode,character varying,None
87,workorderid,integer,PRIMARY KEY
996,productid,integer,None
138,orderqty,integer,CHECK
0,scrappedqty,smallint,CHECK
2011-06-03 00:00:00,startdate,timestamp without time zone,CHECK
2011-06-19 00:00:00,enddate,timestamp without time zone,CHECK
2011-06-14 00:00:00,duedate,timestamp without time zone,None
,scrapreasonid,smallint,None
2011-06-19 00:00:00,modifieddate,timestamp without time zone,None
8,purchaseorderid,integer,PRIMARY KEY
4,revisionnumber,smallint,None
4,status,smallint,CHECK
256,employeeid,integer,None
1616,vendorid,integer,None
5,shipmethodid,integer,None
2011-04-30 00:00:00,orderdate,timestamp without time zone,CHECK
2011-05-09 00:00:00,shipdate,timestamp without time zone,CHECK
693.378,subtotal,numeric,CHECK
55.4702,taxamt,numeric,CHECK
17.3345,freight,numeric,CHECK
2011-05-09 00:00:00,modifieddate,timestamp without time zone,None
98,creditcardid,integer,PRIMARY KEY
SuperiorCard,cardtype,character varying,None
33334689130342,cardnumber,character varying,None
9,expmonth,smallint,None
2006,expyear,smallint,None
2011-12-06 00:00:00,modifieddate,timestamp without time zone,None
346,productid,integer,PRIMARY KEY
Flat Washer 3,name,character varying,None
FW-5160,productnumber,character varying,None
False,makeflag,boolean,None
False,finishedgoodsflag,boolean,None
